scale,selectivity,complexity,query,method,latency_ms,rows,safe_by_rule,error
0.06,0.25,4,q14_support_owner_rows,view_barrier,1.9085,163,1,
0.06,0.25,4,q14_support_owner_rows,oblivious_forced,1.1227,163,1,
0.06,0.25,4,q14_support_owner_rows,predicate_injection,0.5647,163,1,
0.06,0.25,4,q14_support_owner_rows,pcqv_no_stats,0.584,163,1,
0.06,0.25,4,q14_support_owner_rows,pcqv_forced,0.6682,163,1,
0.06,0.25,4,q14_support_owner_rows,pcqv,0.5492,163,1,
0.06,0.25,4,q14_support_owner_rows,oracle_order,0.6136,163,1,
0.06,0.25,4,q15_clearance_product_rows,no_policy,3.4979,102,0,
0.06,0.25,4,q15_clearance_product_rows,post_join_filter,1.4519,17,1,
0.06,0.25,4,q15_clearance_product_rows,view_barrier,6.2502,17,1,
0.06,0.25,4,q15_clearance_product_rows,oblivious_forced,0.9056,17,1,
0.06,0.25,4,q15_clearance_product_rows,predicate_injection,0.6785,17,1,
0.06,0.25,4,q15_clearance_product_rows,pcqv_no_stats,0.6831,17,1,
0.06,0.25,4,q15_clearance_product_rows,pcqv_forced,1.0621,17,1,
0.06,0.25,4,q15_clearance_product_rows,pcqv,0.728,17,1,
0.06,0.25,4,q15_clearance_product_rows,oracle_order,0.7227,17,1,
0.06,0.25,4,q16_region_product_mix,no_policy,21.4556,72,0,
0.06,0.25,4,q16_region_product_mix,post_join_filter,2.0111,35,1,
0.06,0.25,4,q16_region_product_mix,view_barrier,7.5197,35,1,
0.06,0.25,4,q16_region_product_mix,oblivious_forced,2.3841,35,1,
0.06,0.25,4,q16_region_product_mix,predicate_injection,2.0283,35,1,
0.06,0.25,4,q16_region_product_mix,pcqv_no_stats,2.2386,35,1,
0.06,0.25,4,q16_region_product_mix,pcqv_forced,2.0336,35,1,
0.06,0.25,4,q16_region_product_mix,pcqv,1.8162,35,1,
0.06,0.25,4,q16_region_product_mix,oracle_order,2.045,35,1,
0.06,0.25,5,q1_customer_orders,no_policy,2.9469,250,0,
0.06,0.25,5,q1_customer_orders,post_join_filter,1.7457,85,1,
0.06,0.25,5,q1_customer_orders,view_barrier,6.9583,85,1,
0.06,0.25,5,q1_customer_orders,oblivious_forced,2.9148,85,1,
0.06,0.25,5,q1_customer_orders,predicate_injection,0.8755,85,1,
0.06,0.25,5,q1_customer_orders,pcqv_no_stats,0.7261,85,1,
0.06,0.25,5,q1_customer_orders,pcqv_forced,0.8998,85,1,
0.06,0.25,5,q1_customer_orders,pcqv,0.9118,85,1,
0.06,0.25,5,q1_customer_orders,oracle_order,1.026,85,1,
0.06,0.25,5,q2_revenue_by_product,no_policy,3.6184,16,0,
0.06,0.25,5,q2_revenue_by_product,post_join_filter,2.729,6,1,
0.06,0.25,5,q2_revenue_by_product,view_barrier,7.3167,6,1,
0.06,0.25,5,q2_revenue_by_product,oblivious_forced,3.513,6,1,
0.06,0.25,5,q2_revenue_by_product,predicate_injection,1.2104,6,1,
0.06,0.25,5,q2_revenue_by_product,pcqv_no_stats,1.1206,6,1,
0.06,0.25,5,q2_revenue_by_product,pcqv_forced,1.0176,6,1,
0.06,0.25,5,q2_revenue_by_product,pcqv,1.0189,6,1,
0.06,0.25,5,q2_revenue_by_product,oracle_order,1.4196,6,1,
0.06,0.25,5,q3_support_tickets,no_policy,1.7871,250,0,
0.06,0.25,5,q3_support_tickets,post_join_filter,0.348,63,1,
0.06,0.25,5,q3_support_tickets,view_barrier,1.3845,63,1,
0.06,0.25,5,q3_support_tickets,oblivious_forced,0.3439,63,1,
0.06,0.25,5,q3_support_tickets,predicate_injection,0.2854,63,1,
0.06,0.25,5,q3_support_tickets,pcqv_no_stats,0.3078,63,1,
0.06,0.25,5,q3_support_tickets,pcqv_forced,0.5309,63,1,
0.06,0.25,5,q3_support_tickets,pcqv,0.3157,63,1,
0.06,0.25,5,q3_support_tickets,oracle_order,0.4631,63,1,
0.06,0.25,5,q4_revenue_by_region,no_policy,14.7477,8,0,
0.06,0.25,5,q4_revenue_by_region,post_join_filter,4.3638,4,1,
0.06,0.25,5,q4_revenue_by_region,view_barrier,7.3319,4,1,
0.06,0.25,5,q4_revenue_by_region,oblivious_forced,3.599,4,1,
0.06,0.25,5,q4_revenue_by_region,predicate_injection,2.2044,4,1,
0.06,0.25,5,q4_revenue_by_region,pcqv_no_stats,2.0659,4,1,
0.06,0.25,5,q4_revenue_by_region,pcqv_forced,2.1137,4,1,
0.06,0.25,5,q4_revenue_by_region,pcqv,1.9386,4,1,
0.06,0.25,5,q4_revenue_by_region,oracle_order,3.2326,4,1,
0.06,0.25,5,q5_high_value_segments,no_policy,4.295,5,0,
0.06,0.25,5,q5_high_value_segments,post_join_filter,2.1121,5,1,
0.06,0.25,5,q5_high_value_segments,view_barrier,1.4416,5,1,
0.06,0.25,5,q5_high_value_segments,oblivious_forced,2.0768,5,1,
0.06,0.25,5,q5_high_value_segments,predicate_injection,2.0568,5,1,
0.06,0.25,5,q5_high_value_segments,pcqv_no_stats,0.7415,5,1,
0.06,0.25,5,q5_high_value_segments,pcqv_forced,1.948,5,1,
0.06,0.25,5,q5_high_value_segments,pcqv,2.4774,5,1,
0.06,0.25,5,q5_high_value_segments,oracle_order,2.2189,5,1,
0.06,0.25,5,q6_lineitem_product_count,no_policy,11.1898,8,0,
0.06,0.25,5,q6_lineitem_product_count,post_join_filter,3.4332,8,1,
0.06,0.25,5,q6_lineitem_product_count,view_barrier,7.3761,8,1,
0.06,0.25,5,q6_lineitem_product_count,oblivious_forced,4.1828,8,1,
0.06,0.25,5,q6_lineitem_product_count,predicate_injection,2.8919,8,1,
0.06,0.25,5,q6_lineitem_product_count,pcqv_no_stats,2.0842,8,1,
0.06,0.25,5,q6_lineitem_product_count,pcqv_forced,1.9713,8,1,
0.06,0.25,5,q6_lineitem_product_count,pcqv,1.9011,8,1,
0.06,0.25,5,q6_lineitem_product_count,oracle_order,2.059,8,1,
0.06,0.25,5,q7_customer_summary,no_policy,1.2797,198,0,
0.06,0.25,5,q7_customer_summary,post_join_filter,0.5524,19,1,
0.06,0.25,5,q7_customer_summary,view_barrier,1.0555,19,1,
0.06,0.25,5,q7_customer_summary,oblivious_forced,0.8017,19,1,
0.06,0.25,5,q7_customer_summary,predicate_injection,0.3038,19,1,
0.06,0.25,5,q7_customer_summary,pcqv_no_stats,0.3023,19,1,
0.06,0.25,5,q7_customer_summary,pcqv_forced,0.3251,19,1,
0.06,0.25,5,q7_customer_summary,pcqv,0.311,19,1,
0.06,0.25,5,q7_customer_summary,oracle_order,0.3036,19,1,
0.06,0.25,5,q8_sensitive_product_scan,no_policy,1.4644,43,0,
0.06,0.25,5,q8_sensitive_product_scan,post_join_filter,4.0034,18,1,
0.06,0.25,5,q8_sensitive_product_scan,view_barrier,7.7561,18,1,
0.06,0.25,5,q8_sensitive_product_scan,oblivious_forced,3.8366,18,1,
0.06,0.25,5,q8_sensitive_product_scan,predicate_injection,1.9684,18,1,
0.06,0.25,5,q8_sensitive_product_scan,pcqv_no_stats,1.9728,18,1,
0.06,0.25,5,q8_sensitive_product_scan,pcqv_forced,1.9453,18,1,
0.06,0.25,5,q8_sensitive_product_scan,pcqv,3.0479,18,1,
0.06,0.25,5,q8_sensitive_product_scan,oracle_order,2.1821,18,1,
0.06,0.25,5,q9_ticket_topic_segments,no_policy,4.0331,25,0,
0.06,0.25,5,q9_ticket_topic_segments,post_join_filter,0.8087,25,1,
0.06,0.25,5,q9_ticket_topic_segments,view_barrier,1.3478,25,1,
0.06,0.25,5,q9_ticket_topic_segments,oblivious_forced,0.8031,25,1,
0.06,0.25,5,q9_ticket_topic_segments,predicate_injection,0.6415,25,1,
0.06,0.25,5,q9_ticket_topic_segments,pcqv_no_stats,0.6921,25,1,
0.06,0.25,5,q9_ticket_topic_segments,pcqv_forced,0.5944,25,1,
0.06,0.25,5,q9_ticket_topic_segments,pcqv,0.614,25,1,
0.06,0.25,5,q9_ticket_topic_segments,oracle_order,0.6116,25,1,
0.06,0.25,5,q10_acl_customer_rows,no_policy,0.4177,300,0,
0.06,0.25,5,q10_acl_customer_rows,post_join_filter,0.2421,70,1,
0.06,0.25,5,q10_acl_customer_rows,view_barrier,0.4054,70,1,
0.06,0.25,5,q10_acl_customer_rows,oblivious_forced,0.3301,70,1,
0.06,0.25,5,q10_acl_customer_rows,predicate_injection,0.3687,70,1,
0.06,0.25,5,q10_acl_customer_rows,pcqv_no_stats,0.3612,70,1,
0.06,0.25,5,q10_acl_customer_rows,pcqv_forced,0.7246,70,1,
0.06,0.25,5,q10_acl_customer_rows,pcqv,0.233,70,1,
0.06,0.25,5,q10_acl_customer_rows,oracle_order,0.2759,70,1,
0.06,0.25,5,q11_order_ticket_bridge,no_policy,9.2277,40,0,
0.06,0.25,5,q11_order_ticket_bridge,post_join_filter,0.7848,18,1,
0.06,0.25,5,q11_order_ticket_bridge,view_barrier,1.6199,18,1,
0.06,0.25,5,q11_order_ticket_bridge,oblivious_forced,1.5343,18,1,
0.06,0.25,5,q11_order_ticket_bridge,predicate_injection,0.8642,18,1,
0.06,0.25,5,q11_order_ticket_bridge,pcqv_no_stats,0.9219,18,1,
0.06,0.25,5,q11_order_ticket_bridge,pcqv_forced,1.5685,18,1,
0.06,0.25,5,q11_order_ticket_bridge,pcqv,0.8417,18,1,
0.06,0.25,5,q11_order_ticket_bridge,oracle_order,1.8076,18,1,
0.06,0.25,5,q12_product_segment_revenue,no_policy,21.5691,27,0,
0.06,0.25,5,q12_product_segment_revenue,post_join_filter,1.6466,26,1,
0.06,0.25,5,q12_product_segment_revenue,view_barrier,8.328,26,1,
0.06,0.25,5,q12_product_segment_revenue,oblivious_forced,1.695,26,1,
0.06,0.25,5,q12_product_segment_revenue,predicate_injection,3.5715,26,1,
0.06,0.25,5,q12_product_segment_revenue,pcqv_no_stats,1.7929,26,1,
0.06,0.25,5,q12_product_segment_revenue,pcqv_forced,2.2354,26,1,
0.06,0.25,5,q12_product_segment_revenue,pcqv,4.16,26,1,
0.06,0.25,5,q12_product_segment_revenue,oracle_order,2.1793,26,1,
0.06,0.25,5,q13_order_lineitem_rows,no_policy,0.7942,300,0,
0.06,0.25,5,q13_order_lineitem_rows,post_join_filter,1.3854,203,1,
0.06,0.25,5,q13_order_lineitem_rows,view_barrier,6.8215,203,1,
0.06,0.25,5,q13_order_lineitem_rows,oblivious_forced,1.6646,203,1,
0.06,0.25,5,q13_order_lineitem_rows,predicate_injection,1.1804,203,1,
0.06,0.25,5,q13_order_lineitem_rows,pcqv_no_stats,1.2614,203,1,
0.06,0.25,5,q13_order_lineitem_rows,pcqv_forced,1.6924,203,1,
0.06,0.25,5,q13_order_lineitem_rows,pcqv,1.4667,203,1,
0.06,0.25,5,q13_order_lineitem_rows,oracle_order,1.2948,203,1,
0.06,0.25,5,q14_support_owner_rows,no_policy,0.6216,300,0,
0.06,0.25,5,q14_support_owner_rows,post_join_filter,0.7584,169,1,
0.06,0.25,5,q14_support_owner_rows,view_barrier,1.2142,169,1,
0.06,0.25,5,q14_support_owner_rows,oblivious_forced,0.7986,169,1,
0.06,0.25,5,q14_support_owner_rows,predicate_injection,0.7673,169,1,
0.06,0.25,5,q14_support_owner_rows,pcqv_no_stats,0.8425,169,1,
0.06,0.25,5,q14_support_owner_rows,pcqv_forced,0.7633,169,1,
0.06,0.25,5,q14_support_owner_rows,pcqv,0.9486,169,1,
0.06,0.25,5,q14_support_owner_rows,oracle_order,0.6995,169,1,
0.06,0.25,5,q15_clearance_product_rows,no_policy,3.4979,102,0,
0.06,0.25,5,q15_clearance_product_rows,post_join_filter,0.7268,17,1,
0.06,0.25,5,q15_clearance_product_rows,view_barrier,6.1299,17,1,
0.06,0.25,5,q15_clearance_product_rows,oblivious_forced,0.8072,17,1,
0.06,0.25,5,q15_clearance_product_rows,predicate_injection,0.9361,17,1,
0.06,0.25,5,q15_clearance_product_rows,pcqv_no_stats,0.8603,17,1,
0.06,0.25,5,q15_clearance_product_rows,pcqv_forced,0.863,17,1,
0.06,0.25,5,q15_clearance_product_rows,pcqv,0.6745,17,1,
0.06,0.25,5,q15_clearance_product_rows,oracle_order,0.631,17,1,
0.06,0.25,5,q16_region_product_mix,no_policy,21.4556,72,0,
0.06,0.25,5,q16_region_product_mix,post_join_filter,1.764,35,1,
0.06,0.25,5,q16_region_product_mix,view_barrier,6.7556,35,1,
0.06,0.25,5,q16_region_product_mix,oblivious_forced,1.8024,35,1,
0.06,0.25,5,q16_region_product_mix,predicate_injection,2.219,35,1,
0.06,0.25,5,q16_region_product_mix,pcqv_no_stats,2.2756,35,1,
0.06,0.25,5,q16_region_product_mix,pcqv_forced,2.135,35,1,
0.06,0.25,5,q16_region_product_mix,pcqv,2.3501,35,1,
0.06,0.25,5,q16_region_product_mix,oracle_order,1.9244,35,1,
0.06,0.25,6,q1_customer_orders,no_policy,2.9469,250,0,
0.06,0.25,6,q1_customer_orders,post_join_filter,1.5726,85,1,
0.06,0.25,6,q1_customer_orders,view_barrier,7.0188,85,1,
0.06,0.25,6,q1_customer_orders,oblivious_forced,2.8549,85,1,
0.06,0.25,6,q1_customer_orders,predicate_injection,0.9286,85,1,
0.06,0.25,6,q1_customer_orders,pcqv_no_stats,0.8856,85,1,
0.06,0.25,6,q1_customer_orders,pcqv_forced,1.028,85,1,
0.06,0.25,6,q1_customer_orders,pcqv,0.9626,85,1,
0.06,0.25,6,q1_customer_orders,oracle_order,1.1046,85,1,
0.06,0.25,6,q2_revenue_by_product,no_policy,3.6184,16,0,
0.06,0.25,6,q2_revenue_by_product,post_join_filter,2.2157,1,1,
0.06,0.25,6,q2_revenue_by_product,view_barrier,7.0811,1,1,
0.06,0.25,6,q2_revenue_by_product,oblivious_forced,3.9949,1,1,
0.06,0.25,6,q2_revenue_by_product,predicate_injection,1.0268,1,1,
0.06,0.25,6,q2_revenue_by_product,pcqv_no_stats,1.1107,1,1,
0.06,0.25,6,q2_revenue_by_product,pcqv_forced,1.2126,1,1,
0.06,0.25,6,q2_revenue_by_product,pcqv,1.1769,1,1,
0.06,0.25,6,q2_revenue_by_product,oracle_order,1.3301,1,1,
0.06,0.25,6,q3_support_tickets,no_policy,1.7871,250,0,
0.06,0.25,6,q3_support_tickets,post_join_filter,0.3262,63,1,
0.06,0.25,6,q3_support_tickets,view_barrier,1.0335,63,1,
0.06,0.25,6,q3_support_tickets,oblivious_forced,0.291,63,1,
0.06,0.25,6,q3_support_tickets,predicate_injection,0.4864,63,1,
0.06,0.25,6,q3_support_tickets,pcqv_no_stats,0.3949,63,1,
0.06,0.25,6,q3_support_tickets,pcqv_forced,0.5898,63,1,
0.06,0.25,6,q3_support_tickets,pcqv,0.3219,63,1,
0.06,0.25,6,q3_support_tickets,oracle_order,0.281,63,1,
0.06,0.25,6,q4_revenue_by_region,no_policy,14.7477,8,0,
0.06,0.25,6,q4_revenue_by_region,post_join_filter,2.5069,4,1,
0.06,0.25,6,q4_revenue_by_region,view_barrier,8.1134,4,1,
0.06,0.25,6,q4_revenue_by_region,oblivious_forced,3.7403,4,1,
0.06,0.25,6,q4_revenue_by_region,predicate_injection,2.4217,4,1,
0.06,0.25,6,q4_revenue_by_region,pcqv_no_stats,1.9992,4,1,
0.06,0.25,6,q4_revenue_by_region,pcqv_forced,2.1653,4,1,
0.06,0.25,6,q4_revenue_by_region,pcqv,2.1862,4,1,
0.06,0.25,6,q4_revenue_by_region,oracle_order,2.0952,4,1,
0.06,0.25,6,q5_high_value_segments,no_policy,4.295,5,0,
0.06,0.25,6,q5_high_value_segments,post_join_filter,1.9694,5,1,
0.06,0.25,6,q5_high_value_segments,view_barrier,0.9939,5,1,
0.06,0.25,6,q5_high_value_segments,oblivious_forced,2.317,5,1,
0.06,0.25,6,q5_high_value_segments,predicate_injection,2.1373,5,1,
0.06,0.25,6,q5_high_value_segments,pcqv_no_stats,0.8112,5,1,
0.06,0.25,6,q5_high_value_segments,pcqv_forced,2.4081,5,1,
0.06,0.25,6,q5_high_value_segments,pcqv,2.6915,5,1,
0.06,0.25,6,q5_high_value_segments,oracle_order,2.0986,5,1,
0.06,0.25,6,q6_lineitem_product_count,no_policy,11.1898,8,0,
0.06,0.25,6,q6_lineitem_product_count,post_join_filter,3.254,8,1,
0.06,0.25,6,q6_lineitem_product_count,view_barrier,7.3939,8,1,
0.06,0.25,6,q6_lineitem_product_count,oblivious_forced,3.9603,8,1,
0.06,0.25,6,q6_lineitem_product_count,predicate_injection,2.8388,8,1,
0.06,0.25,6,q6_lineitem_product_count,pcqv_no_stats,1.8207,8,1,
0.06,0.25,6,q6_lineitem_product_count,pcqv_forced,1.8215,8,1,
0.06,0.25,6,q6_lineitem_product_count,pcqv,2.3214,8,1,
0.06,0.25,6,q6_lineitem_product_count,oracle_order,2.1408,8,1,
0.06,0.25,6,q7_customer_summary,no_policy,1.2797,198,0,
0.06,0.25,6,q7_customer_summary,post_join_filter,0.5818,0,1,
0.06,0.25,6,q7_customer_summary,view_barrier,1.0615,0,1,
0.06,0.25,6,q7_customer_summary,oblivious_forced,0.6183,0,1,
0.06,0.25,6,q7_customer_summary,predicate_injection,0.4174,0,1,
0.06,0.25,6,q7_customer_summary,pcqv_no_stats,0.3431,0,1,
0.06,0.25,6,q7_customer_summary,pcqv_forced,0.3418,0,1,
0.06,0.25,6,q7_customer_summary,pcqv,0.3994,0,1,
0.06,0.25,6,q7_customer_summary,oracle_order,0.3411,0,1,
0.06,0.25,6,q8_sensitive_product_scan,no_policy,1.4644,43,0,
0.06,0.25,6,q8_sensitive_product_scan,post_join_filter,4.3986,18,1,
0.06,0.25,6,q8_sensitive_product_scan,view_barrier,6.2978,18,1,
0.06,0.25,6,q8_sensitive_product_scan,oblivious_forced,4.2464,18,1,
0.06,0.25,6,q8_sensitive_product_scan,predicate_injection,1.8132,18,1,
0.06,0.25,6,q8_sensitive_product_scan,pcqv_no_stats,1.9311,18,1,
0.06,0.25,6,q8_sensitive_product_scan,pcqv_forced,2.1384,18,1,
0.06,0.25,6,q8_sensitive_product_scan,pcqv,2.5485,18,1,
0.06,0.25,6,q8_sensitive_product_scan,oracle_order,2.0086,18,1,
0.06,0.25,6,q9_ticket_topic_segments,no_policy,4.0331,25,0,
0.06,0.25,6,q9_ticket_topic_segments,post_join_filter,0.7589,11,1,
0.06,0.25,6,q9_ticket_topic_segments,view_barrier,1.5102,11,1,
0.06,0.25,6,q9_ticket_topic_segments,oblivious_forced,0.8503,11,1,
0.06,0.25,6,q9_ticket_topic_segments,predicate_injection,0.7666,11,1,
0.06,0.25,6,q9_ticket_topic_segments,pcqv_no_stats,0.7504,11,1,
0.06,0.25,6,q9_ticket_topic_segments,pcqv_forced,0.6403,11,1,
0.06,0.25,6,q9_ticket_topic_segments,pcqv,0.9037,11,1,
0.06,0.25,6,q9_ticket_topic_segments,oracle_order,0.7633,11,1,
0.06,0.25,6,q10_acl_customer_rows,no_policy,0.4177,300,0,
0.06,0.25,6,q10_acl_customer_rows,post_join_filter,0.3421,70,1,
0.06,0.25,6,q10_acl_customer_rows,view_barrier,0.4863,70,1,
0.06,0.25,6,q10_acl_customer_rows,oblivious_forced,0.2337,70,1,
0.06,0.25,6,q10_acl_customer_rows,predicate_injection,0.2637,70,1,
0.06,0.25,6,q10_acl_customer_rows,pcqv_no_stats,0.3529,70,1,
0.06,0.25,6,q10_acl_customer_rows,pcqv_forced,0.3149,70,1,
0.06,0.25,6,q10_acl_customer_rows,pcqv,0.2914,70,1,
0.06,0.25,6,q10_acl_customer_rows,oracle_order,0.2565,70,1,
0.06,0.25,6,q11_order_ticket_bridge,no_policy,9.2277,40,0,
0.06,0.25,6,q11_order_ticket_bridge,post_join_filter,0.978,2,1,
0.06,0.25,6,q11_order_ticket_bridge,view_barrier,1.8831,2,1,
0.06,0.25,6,q11_order_ticket_bridge,oblivious_forced,1.8217,2,1,
0.06,0.25,6,q11_order_ticket_bridge,predicate_injection,0.7522,2,1,
0.06,0.25,6,q11_order_ticket_bridge,pcqv_no_stats,0.8419,2,1,
0.06,0.25,6,q11_order_ticket_bridge,pcqv_forced,1.4906,2,1,
0.06,0.25,6,q11_order_ticket_bridge,pcqv,0.7909,2,1,
0.06,0.25,6,q11_order_ticket_bridge,oracle_order,1.4591,2,1,
0.06,0.25,6,q12_product_segment_revenue,no_policy,21.5691,27,0,
0.06,0.25,6,q12_product_segment_revenue,post_join_filter,1.4017,6,1,
0.06,0.25,6,q12_product_segment_revenue,view_barrier,8.2786,6,1,
0.06,0.25,6,q12_product_segment_revenue,oblivious_forced,1.6435,6,1,
0.06,0.25,6,q12_product_segment_revenue,predicate_injection,3.3069,6,1,
0.06,0.25,6,q12_product_segment_revenue,pcqv_no_stats,1.7777,6,1,
0.06,0.25,6,q12_product_segment_revenue,pcqv_forced,1.7053,6,1,
0.06,0.25,6,q12_product_segment_revenue,pcqv,3.5632,6,1,
0.06,0.25,6,q12_product_segment_revenue,oracle_order,1.8562,6,1,
0.06,0.25,6,q13_order_lineitem_rows,no_policy,0.7942,300,0,
0.06,0.25,6,q13_order_lineitem_rows,post_join_filter,1.262,203,1,
0.06,0.25,6,q13_order_lineitem_rows,view_barrier,6.8887,203,1,
0.06,0.25,6,q13_order_lineitem_rows,oblivious_forced,1.6646,203,1,
0.06,0.25,6,q13_order_lineitem_rows,predicate_injection,1.3923,203,1,
0.06,0.25,6,q13_order_lineitem_rows,pcqv_no_stats,1.3339,203,1,
0.06,0.25,6,q13_order_lineitem_rows,pcqv_forced,1.2132,203,1,
0.06,0.25,6,q13_order_lineitem_rows,pcqv,1.1414,203,1,
0.06,0.25,6,q13_order_lineitem_rows,oracle_order,1.3293,203,1,
0.06,0.25,6,q14_support_owner_rows,no_policy,0.6216,300,0,
0.06,0.25,6,q14_support_owner_rows,post_join_filter,0.9507,169,1,
0.06,0.25,6,q14_support_owner_rows,view_barrier,1.7548,169,1,
0.06,0.25,6,q14_support_owner_rows,oblivious_forced,1.2691,169,1,
0.06,0.25,6,q14_support_owner_rows,predicate_injection,0.8005,169,1,
0.06,0.25,6,q14_support_owner_rows,pcqv_no_stats,0.8456,169,1,
0.06,0.25,6,q14_support_owner_rows,pcqv_forced,0.8942,169,1,
0.06,0.25,6,q14_support_owner_rows,pcqv,0.7471,169,1,
0.06,0.25,6,q14_support_owner_rows,oracle_order,1.2111,169,1,
0.06,0.25,6,q15_clearance_product_rows,no_policy,3.4979,102,0,
0.06,0.25,6,q15_clearance_product_rows,post_join_filter,0.7997,17,1,
0.06,0.25,6,q15_clearance_product_rows,view_barrier,6.201,17,1,
0.06,0.25,6,q15_clearance_product_rows,oblivious_forced,0.6683,17,1,
0.06,0.25,6,q15_clearance_product_rows,predicate_injection,0.869,17,1,
0.06,0.25,6,q15_clearance_product_rows,pcqv_no_stats,0.7374,17,1,
0.06,0.25,6,q15_clearance_product_rows,pcqv_forced,0.6682,17,1,
0.06,0.25,6,q15_clearance_product_rows,pcqv,0.7238,17,1,
0.06,0.25,6,q15_clearance_product_rows,oracle_order,0.9154,17,1,
0.06,0.25,6,q16_region_product_mix,no_policy,21.4556,72,0,
0.06,0.25,6,q16_region_product_mix,post_join_filter,2.1728,6,1,
0.06,0.25,6,q16_region_product_mix,view_barrier,8.0772,6,1,
0.06,0.25,6,q16_region_product_mix,oblivious_forced,2.1547,6,1,
0.06,0.25,6,q16_region_product_mix,predicate_injection,2.5166,6,1,
0.06,0.25,6,q16_region_product_mix,pcqv_no_stats,2.0884,6,1,
0.06,0.25,6,q16_region_product_mix,pcqv_forced,1.9349,6,1,
0.06,0.25,6,q16_region_product_mix,pcqv,1.8893,6,1,
0.06,0.25,6,q16_region_product_mix,oracle_order,1.7953,6,1,
0.06,0.5,1,q1_customer_orders,no_policy,2.9469,250,0,
0.06,0.5,1,q1_customer_orders,post_join_filter,2.8116,250,1,
0.06,0.5,1,q1_customer_orders,view_barrier,15.2337,250,1,
0.06,0.5,1,q1_customer_orders,oblivious_forced,3.0885,250,1,
0.06,0.5,1,q1_customer_orders,predicate_injection,1.5493,250,1,
0.06,0.5,1,q1_customer_orders,pcqv_no_stats,5.512,250,1,
0.06,0.5,1,q1_customer_orders,pcqv_forced,6.6819,250,1,
0.06,0.5,1,q1_customer_orders,pcqv,5.3143,250,1,
0.06,0.5,1,q1_customer_orders,oracle_order,5.9425,250,1,
0.06,0.5,1,q2_revenue_by_product,no_policy,3.6184,16,0,
0.06,0.5,1,q2_revenue_by_product,post_join_filter,8.2499,15,1,
0.06,0.5,1,q2_revenue_by_product,view_barrier,20.3417,15,1,
0.06,0.5,1,q2_revenue_by_product,oblivious_forced,8.3562,15,1,
0.06,0.5,1,q2_revenue_by_product,predicate_injection,2.3055,15,1,
0.06,0.5,1,q2_revenue_by_product,pcqv_no_stats,2.1008,15,1,
0.06,0.5,1,q2_revenue_by_product,pcqv_forced,2.5956,15,1,
0.06,0.5,1,q2_revenue_by_product,pcqv,2.1935,15,1,
0.06,0.5,1,q2_revenue_by_product,oracle_order,2.2907,15,1,
0.06,0.5,1,q3_support_tickets,no_policy,1.7871,250,0,
0.06,0.5,1,q3_support_tickets,post_join_filter,1.0482,250,1,
0.06,0.5,1,q3_support_tickets,view_barrier,2.5874,250,1,
0.06,0.5,1,q3_support_tickets,oblivious_forced,0.9211,250,1,
0.06,0.5,1,q3_support_tickets,predicate_injection,0.8713,250,1,
0.06,0.5,1,q3_support_tickets,pcqv_no_stats,0.9392,250,1,
0.06,0.5,1,q3_support_tickets,pcqv_forced,0.846,250,1,
0.06,0.5,1,q3_support_tickets,pcqv,1.008,250,1,
0.06,0.5,1,q3_support_tickets,oracle_order,0.9745,250,1,
0.06,0.5,1,q4_revenue_by_region,no_policy,14.7477,8,0,
0.06,0.5,1,q4_revenue_by_region,post_join_filter,12.899,8,1,
0.06,0.5,1,q4_revenue_by_region,view_barrier,26.0143,8,1,
0.06,0.5,1,q4_revenue_by_region,oblivious_forced,13.781,8,1,
0.06,0.5,1,q4_revenue_by_region,predicate_injection,34.4654,8,1,
0.06,0.5,1,q4_revenue_by_region,pcqv_no_stats,33.6928,8,1,
0.06,0.5,1,q4_revenue_by_region,pcqv_forced,31.3644,8,1,
0.06,0.5,1,q4_revenue_by_region,pcqv,33.631,8,1,
0.06,0.5,1,q4_revenue_by_region,oracle_order,33.9811,8,1,
0.06,0.5,1,q5_high_value_segments,no_policy,4.295,5,0,
0.06,0.5,1,q5_high_value_segments,post_join_filter,4.0408,5,1,
0.06,0.5,1,q5_high_value_segments,view_barrier,5.9984,5,1,
0.06,0.5,1,q5_high_value_segments,oblivious_forced,3.9471,5,1,
0.06,0.5,1,q5_high_value_segments,predicate_injection,3.4667,5,1,
0.06,0.5,1,q5_high_value_segments,pcqv_no_stats,2.9529,5,1,
0.06,0.5,1,q5_high_value_segments,pcqv_forced,3.0398,5,1,
0.06,0.5,1,q5_high_value_segments,pcqv,3.2527,5,1,
0.06,0.5,1,q5_high_value_segments,oracle_order,2.5958,5,1,
0.06,0.5,1,q6_lineitem_product_count,no_policy,11.1898,8,0,
0.06,0.5,1,q6_lineitem_product_count,post_join_filter,8.5939,8,1,
0.06,0.5,1,q6_lineitem_product_count,view_barrier,19.7311,8,1,
0.06,0.5,1,q6_lineitem_product_count,oblivious_forced,10.6736,8,1,
0.06,0.5,1,q6_lineitem_product_count,predicate_injection,9.1075,8,1,
0.06,0.5,1,q6_lineitem_product_count,pcqv_no_stats,31.0818,8,1,
0.06,0.5,1,q6_lineitem_product_count,pcqv_forced,33.7193,8,1,
0.06,0.5,1,q6_lineitem_product_count,pcqv,9.8082,8,1,
0.06,0.5,1,q6_lineitem_product_count,oracle_order,30.0476,8,1,
0.06,0.5,1,q7_customer_summary,no_policy,1.2797,198,0,
