selectivity,complexity,query,method,compile_ms,sql_chars,iterations
0.5,1,q13_order_lineitem_rows,view_barrier,0.026959,445,4
0.5,1,q13_order_lineitem_rows,oblivious_forced,0.015692,361,4
0.5,1,q13_order_lineitem_rows,predicate_injection,0.0139,355,4
0.5,1,q13_order_lineitem_rows,pcqv_no_stats,0.027102,361,4
0.5,1,q13_order_lineitem_rows,pcqv_forced,0.049119,361,4
0.5,1,q13_order_lineitem_rows,pcqv,0.141272,355,4
0.5,1,q13_order_lineitem_rows,oracle_order,5.869725,361,1
0.5,1,q14_support_owner_rows,post_join_filter,0.050887,753,4
0.5,1,q14_support_owner_rows,view_barrier,0.017018,456,4
0.5,1,q14_support_owner_rows,oblivious_forced,0.015403,372,4
0.5,1,q14_support_owner_rows,predicate_injection,0.01407,366,4
0.5,1,q14_support_owner_rows,pcqv_no_stats,0.028701,372,4
0.5,1,q14_support_owner_rows,pcqv_forced,0.051688,372,4
0.5,1,q14_support_owner_rows,pcqv,0.119308,366,4
0.5,1,q14_support_owner_rows,oracle_order,1.157099,372,1
0.5,1,q15_clearance_product_rows,post_join_filter,0.056039,638,4
0.5,1,q15_clearance_product_rows,view_barrier,0.02109,479,4
0.5,1,q15_clearance_product_rows,oblivious_forced,0.020765,395,4
0.5,1,q15_clearance_product_rows,predicate_injection,0.013955,389,4
0.5,1,q15_clearance_product_rows,pcqv_no_stats,0.026092,395,4
0.5,1,q15_clearance_product_rows,pcqv_forced,0.047717,395,4
0.5,1,q15_clearance_product_rows,pcqv,0.120069,389,4
0.5,1,q15_clearance_product_rows,oracle_order,5.415258,395,1
0.5,1,q16_region_product_mix,post_join_filter,0.079336,1204,4
0.5,1,q16_region_product_mix,view_barrier,0.032924,777,4
0.5,1,q16_region_product_mix,oblivious_forced,0.025246,619,4
0.5,1,q16_region_product_mix,predicate_injection,0.034228,601,4
0.5,1,q16_region_product_mix,pcqv_no_stats,0.218731,619,4
0.5,1,q16_region_product_mix,pcqv_forced,0.691555,619,4
0.5,1,q16_region_product_mix,pcqv,1.035683,601,4
0.5,1,q16_region_product_mix,oracle_order,17.449797,619,1
0.5,3,q1_customer_orders,post_join_filter,0.084504,1065,4
0.5,3,q1_customer_orders,view_barrier,0.033081,705,4
0.5,3,q1_customer_orders,oblivious_forced,0.026087,584,4
0.5,3,q1_customer_orders,predicate_injection,0.022901,572,4
0.5,3,q1_customer_orders,pcqv_no_stats,0.064418,584,4
0.5,3,q1_customer_orders,pcqv_forced,0.178596,584,4
0.5,3,q1_customer_orders,pcqv,0.507838,584,4
0.5,3,q1_customer_orders,oracle_order,9.03686,584,1
0.5,3,q2_revenue_by_product,post_join_filter,0.06035,1054,4
0.5,3,q2_revenue_by_product,view_barrier,0.02511,740,4
0.5,3,q2_revenue_by_product,oblivious_forced,0.02786,619,4
0.5,3,q2_revenue_by_product,predicate_injection,0.022264,607,4
0.5,3,q2_revenue_by_product,pcqv_no_stats,0.059518,619,4
0.5,3,q2_revenue_by_product,pcqv_forced,0.182408,619,4
0.5,3,q2_revenue_by_product,pcqv,0.497763,619,4
0.5,3,q2_revenue_by_product,oracle_order,4.670439,619,1
0.5,3,q3_support_tickets,post_join_filter,0.085811,875,4
0.5,3,q3_support_tickets,view_barrier,0.016578,570,4
0.5,3,q3_support_tickets,oblivious_forced,0.014049,486,4
0.5,3,q3_support_tickets,predicate_injection,0.012544,480,4
0.5,3,q3_support_tickets,pcqv_no_stats,0.023164,486,4
0.5,3,q3_support_tickets,pcqv_forced,0.046373,486,4
0.5,3,q3_support_tickets,pcqv,0.132896,480,4
0.5,3,q3_support_tickets,oracle_order,0.94519,486,1
0.5,3,q4_revenue_by_region,post_join_filter,0.060207,1060,4
0.5,3,q4_revenue_by_region,view_barrier,0.025922,700,4
0.5,3,q4_revenue_by_region,oblivious_forced,0.023778,579,4
0.5,3,q4_revenue_by_region,predicate_injection,0.02157,567,4
0.5,3,q4_revenue_by_region,pcqv_no_stats,0.067287,579,4
0.5,3,q4_revenue_by_region,pcqv_forced,0.173652,579,4
0.5,3,q4_revenue_by_region,pcqv,0.50312,579,4
0.5,3,q4_revenue_by_region,oracle_order,5.343116,579,1
0.5,3,q5_high_value_segments,post_join_filter,0.042344,830,4
0.5,3,q5_high_value_segments,view_barrier,0.019806,533,4
0.5,3,q5_high_value_segments,oblivious_forced,0.017977,449,4
0.5,3,q5_high_value_segments,predicate_injection,0.01638,443,4
0.5,3,q5_high_value_segments,pcqv_no_stats,0.037337,449,4
0.5,3,q5_high_value_segments,pcqv_forced,0.055741,449,4
0.5,3,q5_high_value_segments,pcqv,0.148592,443,4
0.5,3,q5_high_value_segments,oracle_order,4.152841,449,1
0.5,3,q6_lineitem_product_count,post_join_filter,0.06705,1314,4
0.5,3,q6_lineitem_product_count,view_barrier,0.038606,875,4
0.5,3,q6_lineitem_product_count,oblivious_forced,0.031964,717,4
0.5,3,q6_lineitem_product_count,predicate_injection,0.032494,699,4
0.5,3,q6_lineitem_product_count,pcqv_no_stats,0.205398,717,4
0.5,3,q6_lineitem_product_count,pcqv_forced,0.804515,717,4
0.5,3,q6_lineitem_product_count,pcqv,2.010415,717,4
0.5,3,q6_lineitem_product_count,oracle_order,73.810828,717,1
0.5,3,q7_customer_summary,post_join_filter,0.050478,837,4
0.5,3,q7_customer_summary,view_barrier,0.022313,540,4
0.5,3,q7_customer_summary,oblivious_forced,0.024972,456,4
0.5,3,q7_customer_summary,predicate_injection,0.016966,450,4
0.5,3,q7_customer_summary,pcqv_no_stats,0.0319,456,4
0.5,3,q7_customer_summary,pcqv_forced,0.057206,456,4
0.5,3,q7_customer_summary,pcqv,0.193557,456,4
0.5,3,q7_customer_summary,oracle_order,1.609205,456,1
0.5,3,q8_sensitive_product_scan,post_join_filter,0.040255,617,4
0.5,3,q8_sensitive_product_scan,view_barrier,0.022564,454,4
0.5,3,q8_sensitive_product_scan,oblivious_forced,0.019668,370,4
0.5,3,q8_sensitive_product_scan,predicate_injection,0.014545,364,4
0.5,3,q8_sensitive_product_scan,pcqv_no_stats,0.028133,370,4
0.5,3,q8_sensitive_product_scan,pcqv_forced,0.049562,370,4
0.5,3,q8_sensitive_product_scan,pcqv,0.160171,370,4
0.5,3,q8_sensitive_product_scan,oracle_order,1.049337,370,1
0.5,3,q9_ticket_topic_segments,post_join_filter,0.051923,867,4
0.5,3,q9_ticket_topic_segments,view_barrier,0.020806,562,4
0.5,3,q9_ticket_topic_segments,oblivious_forced,0.018849,478,4
0.5,3,q9_ticket_topic_segments,predicate_injection,0.020783,472,4
0.5,3,q9_ticket_topic_segments,pcqv_no_stats,0.030936,478,4
0.5,3,q9_ticket_topic_segments,pcqv_forced,0.071228,478,4
0.5,3,q9_ticket_topic_segments,pcqv,0.150675,472,4
0.5,3,q9_ticket_topic_segments,oracle_order,1.566361,478,1
0.5,3,q10_acl_customer_rows,post_join_filter,0.028883,484,4
0.5,3,q10_acl_customer_rows,view_barrier,0.018741,338,4
0.5,3,q10_acl_customer_rows,oblivious_forced,0.012501,291,4
0.5,3,q10_acl_customer_rows,predicate_injection,0.010804,291,4
0.5,3,q10_acl_customer_rows,pcqv_no_stats,0.019281,291,4
0.5,3,q10_acl_customer_rows,pcqv_forced,0.022761,291,4
0.5,3,q10_acl_customer_rows,pcqv,0.058758,291,4
0.5,3,q10_acl_customer_rows,oracle_order,0.241813,291,1
0.5,3,q11_order_ticket_bridge,post_join_filter,0.074918,1227,4
0.5,3,q11_order_ticket_bridge,view_barrier,0.027157,771,4
0.5,3,q11_order_ticket_bridge,oblivious_forced,0.024887,650,4
0.5,3,q11_order_ticket_bridge,predicate_injection,0.022886,638,4
0.5,3,q11_order_ticket_bridge,pcqv_no_stats,0.066577,650,4
0.5,3,q11_order_ticket_bridge,pcqv_forced,0.20228,650,4
0.5,3,q11_order_ticket_bridge,pcqv,0.362457,638,4
0.5,3,q11_order_ticket_bridge,oracle_order,10.465931,650,1
0.5,3,q12_product_segment_revenue,post_join_filter,0.079229,1364,4
0.5,3,q12_product_segment_revenue,view_barrier,0.033499,925,4
0.5,3,q12_product_segment_revenue,oblivious_forced,0.0304,767,4
0.5,3,q12_product_segment_revenue,predicate_injection,0.028196,749,4
0.5,3,q12_product_segment_revenue,pcqv_no_stats,0.207964,767,4
0.5,3,q12_product_segment_revenue,pcqv_forced,0.820165,767,4
0.5,3,q12_product_segment_revenue,pcqv,1.211868,749,4
0.5,3,q12_product_segment_revenue,oracle_order,24.199029,767,1
0.5,3,q13_order_lineitem_rows,post_join_filter,0.043497,739,4
0.5,3,q13_order_lineitem_rows,view_barrier,0.018742,504,4
0.5,3,q13_order_lineitem_rows,oblivious_forced,0.017718,420,4
0.5,3,q13_order_lineitem_rows,predicate_injection,0.015459,414,4
0.5,3,q13_order_lineitem_rows,pcqv_no_stats,0.027695,420,4
0.5,3,q13_order_lineitem_rows,pcqv_forced,0.056524,420,4
0.5,3,q13_order_lineitem_rows,pcqv,0.126286,414,4
0.5,3,q13_order_lineitem_rows,oracle_order,5.887416,420,1
0.5,3,q14_support_owner_rows,post_join_filter,0.049184,870,4
0.5,3,q14_support_owner_rows,view_barrier,0.021801,565,4
0.5,3,q14_support_owner_rows,oblivious_forced,0.026118,481,4
0.5,3,q14_support_owner_rows,predicate_injection,0.02331,475,4
0.5,3,q14_support_owner_rows,pcqv_no_stats,0.044331,481,4
0.5,3,q14_support_owner_rows,pcqv_forced,0.058654,481,4
0.5,3,q14_support_owner_rows,pcqv,0.154173,475,4
0.5,3,q14_support_owner_rows,oracle_order,1.898275,481,1
0.5,3,q15_clearance_product_rows,post_join_filter,0.049773,682,4
0.5,3,q15_clearance_product_rows,view_barrier,0.018686,519,4
0.5,3,q15_clearance_product_rows,oblivious_forced,0.022415,435,4
0.5,3,q15_clearance_product_rows,predicate_injection,0.022524,429,4
0.5,3,q15_clearance_product_rows,pcqv_no_stats,0.028969,435,4
0.5,3,q15_clearance_product_rows,pcqv_forced,0.049265,435,4
0.5,3,q15_clearance_product_rows,pcqv,0.129719,429,4
0.5,3,q15_clearance_product_rows,oracle_order,5.346594,435,1
0.5,3,q16_region_product_mix,post_join_filter,0.109841,1385,4
0.5,3,q16_region_product_mix,view_barrier,0.039441,946,4
0.5,3,q16_region_product_mix,oblivious_forced,0.030938,788,4
0.5,3,q16_region_product_mix,predicate_injection,0.028364,770,4
0.5,3,q16_region_product_mix,pcqv_no_stats,0.206412,788,4
0.5,3,q16_region_product_mix,pcqv_forced,0.833967,788,4
0.5,3,q16_region_product_mix,pcqv,1.269206,770,4
0.5,3,q16_region_product_mix,oracle_order,22.075335,788,1
0.5,6,q1_customer_orders,post_join_filter,0.069792,1303,4
0.5,6,q1_customer_orders,view_barrier,0.038158,1026,4
0.5,6,q1_customer_orders,oblivious_forced,0.03262,905,4
0.5,6,q1_customer_orders,predicate_injection,0.03089,893,4
0.5,6,q1_customer_orders,pcqv_no_stats,0.071628,905,4
0.5,6,q1_customer_orders,pcqv_forced,0.223444,905,4
0.5,6,q1_customer_orders,pcqv,0.631378,905,4
0.5,6,q1_customer_orders,oracle_order,26.142343,905,1
0.5,6,q2_revenue_by_product,post_join_filter,0.070265,1277,4
0.5,6,q2_revenue_by_product,view_barrier,0.029789,1001,4
0.5,6,q2_revenue_by_product,oblivious_forced,0.030692,880,4
0.5,6,q2_revenue_by_product,predicate_injection,0.03036,868,4
0.5,6,q2_revenue_by_product,pcqv_no_stats,0.065855,880,4
0.5,6,q2_revenue_by_product,pcqv_forced,0.199794,880,4
0.5,6,q2_revenue_by_product,pcqv,0.547728,880,4
0.5,6,q2_revenue_by_product,oracle_order,21.488819,880,1
0.5,6,q3_support_tickets,post_join_filter,0.05573,956,4
0.5,6,q3_support_tickets,view_barrier,0.023171,651,4
0.5,6,q3_support_tickets,oblivious_forced,0.020677,567,4
0.5,6,q3_support_tickets,predicate_injection,0.018951,561,4
0.5,6,q3_support_tickets,pcqv_no_stats,0.033427,567,4
0.5,6,q3_support_tickets,pcqv_forced,0.061888,567,4
0.5,6,q3_support_tickets,pcqv,0.155783,561,4
0.5,6,q3_support_tickets,oracle_order,1.077492,567,1
0.5,6,q4_revenue_by_region,post_join_filter,0.064814,1319,4
0.5,6,q4_revenue_by_region,view_barrier,0.031198,1042,4
0.5,6,q4_revenue_by_region,oblivious_forced,0.033736,921,4
0.5,6,q4_revenue_by_region,predicate_injection,0.030942,909,4
0.5,6,q4_revenue_by_region,pcqv_no_stats,0.06973,921,4
0.5,6,q4_revenue_by_region,pcqv_forced,0.218663,921,4
0.5,6,q4_revenue_by_region,pcqv,0.581257,921,4
0.5,6,q4_revenue_by_region,oracle_order,22.937716,921,1
0.5,6,q5_high_value_segments,post_join_filter,0.052351,1024,4
0.5,6,q5_high_value_segments,view_barrier,0.024045,770,4
0.5,6,q5_high_value_segments,oblivious_forced,0.022309,686,4
0.5,6,q5_high_value_segments,predicate_injection,0.019755,680,4
0.5,6,q5_high_value_segments,pcqv_no_stats,0.034358,686,4
0.5,6,q5_high_value_segments,pcqv_forced,0.066945,686,4
0.5,6,q5_high_value_segments,pcqv,0.169327,680,4
0.5,6,q5_high_value_segments,oracle_order,4.532225,686,1
0.5,6,q6_lineitem_product_count,post_join_filter,0.081126,1573,4
0.5,6,q6_lineitem_product_count,view_barrier,0.037365,1217,4
0.5,6,q6_lineitem_product_count,oblivious_forced,0.033964,1059,4
0.5,6,q6_lineitem_product_count,predicate_injection,0.032104,1041,4
0.5,6,q6_lineitem_product_count,pcqv_no_stats,0.205893,1059,4
0.5,6,q6_lineitem_product_count,pcqv_forced,0.890178,1059,4
0.5,6,q6_lineitem_product_count,pcqv,2.184528,1059,4
0.5,6,q6_lineitem_product_count,oracle_order,136.675181,1059,1
0.5,6,q7_customer_summary,post_join_filter,0.057549,1031,4
0.5,6,q7_customer_summary,view_barrier,0.02472,777,4
0.5,6,q7_customer_summary,oblivious_forced,0.023224,693,4
0.5,6,q7_customer_summary,predicate_injection,0.020334,687,4
0.5,6,q7_customer_summary,pcqv_no_stats,0.035911,693,4
0.5,6,q7_customer_summary,pcqv_forced,0.068528,693,4
0.5,6,q7_customer_summary,pcqv,0.219691,693,4
0.5,6,q7_customer_summary,oracle_order,2.959696,693,1
0.5,6,q8_sensitive_product_scan,post_join_filter,0.042678,745,4
0.5,6,q8_sensitive_product_scan,view_barrier,0.019227,580,4
0.5,6,q8_sensitive_product_scan,oblivious_forced,0.017294,496,4
0.5,6,q8_sensitive_product_scan,predicate_injection,0.015594,490,4
0.5,6,q8_sensitive_product_scan,pcqv_no_stats,0.028988,496,4
0.5,6,q8_sensitive_product_scan,pcqv_forced,0.055344,496,4
0.5,6,q8_sensitive_product_scan,pcqv,0.163199,496,4
0.5,6,q8_sensitive_product_scan,oracle_order,5.58477,496,1
0.5,6,q9_ticket_topic_segments,post_join_filter,0.057244,969,4
0.5,6,q9_ticket_topic_segments,view_barrier,0.022162,664,4
0.5,6,q9_ticket_topic_segments,oblivious_forced,0.020569,580,4
0.5,6,q9_ticket_topic_segments,predicate_injection,0.018321,574,4
0.5,6,q9_ticket_topic_segments,pcqv_no_stats,0.033358,580,4
0.5,6,q9_ticket_topic_segments,pcqv_forced,0.061894,580,4
0.5,6,q9_ticket_topic_segments,pcqv,0.152669,574,4
0.5,6,q9_ticket_topic_segments,oracle_order,1.64385,580,1
0.5,6,q10_acl_customer_rows,post_join_filter,0.029243,565,4
0.5,6,q10_acl_customer_rows,view_barrier,0.014203,419,4
0.5,6,q10_acl_customer_rows,oblivious_forced,0.012839,372,4
0.5,6,q10_acl_customer_rows,predicate_injection,0.01148,372,4
0.5,6,q10_acl_customer_rows,pcqv_no_stats,0.016526,372,4
0.5,6,q10_acl_customer_rows,pcqv_forced,0.024939,372,4
0.5,6,q10_acl_customer_rows,pcqv,0.061648,372,4
0.5,6,q10_acl_customer_rows,oracle_order,0.283597,372,1
0.5,6,q11_order_ticket_bridge,post_join_filter,0.077516,1421,4
0.5,6,q11_order_ticket_bridge,view_barrier,0.031074,1008,4
0.5,6,q11_order_ticket_bridge,oblivious_forced,0.028098,887,4
0.5,6,q11_order_ticket_bridge,predicate_injection,0.026264,875,4
0.5,6,q11_order_ticket_bridge,pcqv_no_stats,0.068748,887,4
0.5,6,q11_order_ticket_bridge,pcqv_forced,0.206506,887,4
0.5,6,q11_order_ticket_bridge,pcqv,0.394887,875,4
0.5,6,q11_order_ticket_bridge,oracle_order,12.978722,887,1
0.5,6,q12_product_segment_revenue,post_join_filter,0.111589,1623,4
0.5,6,q12_product_segment_revenue,view_barrier,0.039605,1267,4
0.5,6,q12_product_segment_revenue,oblivious_forced,0.034642,1109,4
0.5,6,q12_product_segment_revenue,predicate_injection,0.031513,1091,4
0.5,6,q12_product_segment_revenue,pcqv_no_stats,0.234062,1109,4
0.5,6,q12_product_segment_revenue,pcqv_forced,1.019559,1109,4
0.5,6,q12_product_segment_revenue,pcqv,1.451354,1091,4
0.5,6,q12_product_segment_revenue,oracle_order,113.970532,1109,1
0.5,6,q13_order_lineitem_rows,post_join_filter,0.058684,941,4
0.5,6,q13_order_lineitem_rows,view_barrier,0.024869,744,4
0.5,6,q13_order_lineitem_rows,oblivious_forced,0.035296,660,4
0.5,6,q13_order_lineitem_rows,predicate_injection,0.02121,654,4
0.5,6,q13_order_lineitem_rows,pcqv_no_stats,0.033618,660,4
0.5,6,q13_order_lineitem_rows,pcqv_forced,0.064747,660,4
0.5,6,q13_order_lineitem_rows,pcqv,0.157573,654,4
0.5,6,q13_order_lineitem_rows,oracle_order,11.889139,660,1
0.5,6,q14_support_owner_rows,post_join_filter,0.05696,951,4
0.5,6,q14_support_owner_rows,view_barrier,0.027157,646,4
0.5,6,q14_support_owner_rows,oblivious_forced,0.020908,562,4
0.5,6,q14_support_owner_rows,predicate_injection,0.024952,556,4
0.5,6,q14_support_owner_rows,pcqv_no_stats,0.03451,562,4
0.5,6,q14_support_owner_rows,pcqv_forced,0.061709,562,4
0.5,6,q14_support_owner_rows,pcqv,0.168241,556,4
0.5,6,q14_support_owner_rows,oracle_order,2.391876,562,1
0.5,6,q15_clearance_product_rows,post_join_filter,0.051111,810,4
0.5,6,q15_clearance_product_rows,view_barrier,0.023793,645,4
0.5,6,q15_clearance_product_rows,oblivious_forced,0.018707,561,4
0.5,6,q15_clearance_product_rows,predicate_injection,0.016284,555,4
0.5,6,q15_clearance_product_rows,pcqv_no_stats,0.034431,561,4
0.5,6,q15_clearance_product_rows,pcqv_forced,0.059916,561,4
0.5,6,q15_clearance_product_rows,pcqv,0.14201,555,4
0.5,6,q15_clearance_product_rows,oracle_order,10.201963,561,1
0.5,6,q16_region_product_mix,post_join_filter,0.102207,1644,4
0.5,6,q16_region_product_mix,view_barrier,0.046511,1288,4
0.5,6,q16_region_product_mix,oblivious_forced,0.034985,1130,4
0.5,6,q16_region_product_mix,predicate_injection,0.032388,1112,4
0.5,6,q16_region_product_mix,pcqv_no_stats,0.238982,1130,4
0.5,6,q16_region_product_mix,pcqv_forced,1.044733,1130,4
0.5,6,q16_region_product_mix,pcqv,1.694599,1112,4
0.5,6,q16_region_product_mix,oracle_order,111.270578,1130,1
