selectivity,complexity,query,method,safe_by_rule,rule_reason,equivalent_to_reference,policy_violation_count,symmetric_difference_count,reference_error,error
0.05,1,q15_clearance_product_rows,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q15_clearance_product_rows,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q15_clearance_product_rows,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q15_clearance_product_rows,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q15_clearance_product_rows,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q15_clearance_product_rows,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q15_clearance_product_rows,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,88,88,,
0.05,1,q16_region_product_mix,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q16_region_product_mix,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q16_region_product_mix,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q16_region_product_mix,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q16_region_product_mix,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q16_region_product_mix,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q16_region_product_mix,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q16_region_product_mix,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q16_region_product_mix,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,72,122,,
0.05,3,q1_customer_orders,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,3,q1_customer_orders,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,3,q1_customer_orders,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,3,q1_customer_orders,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
