selectivity,complexity,query,method,latency_ms,rows,error
0.5,5,q9_ticket_topic_segments,pcqv_greedy,1.6979,25,
0.5,5,q9_ticket_topic_segments,pcqv_forced,1.4673,25,
0.5,5,q9_ticket_topic_segments,pcqv,1.458,25,
0.5,5,q9_ticket_topic_segments,oracle_order,1.4191,25,
0.5,5,q10_acl_customer_rows,oblivious_forced,0.5083,182,
0.5,5,q10_acl_customer_rows,pcqv_no_order,0.5074,182,
0.5,5,q10_acl_customer_rows,pcqv_no_stats,0.502,182,
0.5,5,q10_acl_customer_rows,pcqv_greedy,0.4841,182,
0.5,5,q10_acl_customer_rows,pcqv_forced,0.4745,182,
0.5,5,q10_acl_customer_rows,pcqv,0.4884,182,
0.5,5,q10_acl_customer_rows,oracle_order,0.5004,182,
0.5,5,q11_order_ticket_bridge,oblivious_forced,2.1867,30,
0.5,5,q11_order_ticket_bridge,pcqv_no_order,2.1068,30,
0.5,5,q11_order_ticket_bridge,pcqv_no_stats,1.9567,30,
0.5,5,q11_order_ticket_bridge,pcqv_greedy,2.1761,30,
0.5,5,q11_order_ticket_bridge,pcqv_forced,2.2619,30,
0.5,5,q11_order_ticket_bridge,pcqv,2.1575,30,
0.5,5,q11_order_ticket_bridge,oracle_order,2.1756,30,
0.5,5,q12_product_segment_revenue,oblivious_forced,4.1887,27,
0.5,5,q12_product_segment_revenue,pcqv_no_order,9.6384,27,
0.5,5,q12_product_segment_revenue,pcqv_no_stats,4.3286,27,
0.5,5,q12_product_segment_revenue,pcqv_greedy,9.3121,27,
0.5,5,q12_product_segment_revenue,pcqv_forced,4.5077,27,
0.5,5,q12_product_segment_revenue,pcqv,9.6431,27,
0.5,5,q12_product_segment_revenue,oracle_order,4.6478,27,
0.5,5,q13_order_lineitem_rows,oblivious_forced,4.6171,300,
0.5,5,q13_order_lineitem_rows,pcqv_no_order,4.0752,300,
0.5,5,q13_order_lineitem_rows,pcqv_no_stats,4.0459,300,
0.5,5,q13_order_lineitem_rows,pcqv_greedy,4.7664,300,
0.5,5,q13_order_lineitem_rows,pcqv_forced,4.5917,300,
0.5,5,q13_order_lineitem_rows,pcqv,4.9243,300,
0.5,5,q13_order_lineitem_rows,oracle_order,4.4499,300,
0.5,5,q14_support_owner_rows,oblivious_forced,1.5173,300,
0.5,5,q14_support_owner_rows,pcqv_no_order,1.5846,300,
0.5,5,q14_support_owner_rows,pcqv_no_stats,1.5886,300,
0.5,5,q14_support_owner_rows,pcqv_greedy,1.5688,300,
0.5,5,q14_support_owner_rows,pcqv_forced,1.6135,300,
0.5,5,q14_support_owner_rows,pcqv,1.5905,300,
0.5,5,q14_support_owner_rows,oracle_order,1.6223,300,
0.5,5,q15_clearance_product_rows,oblivious_forced,2.4783,41,
0.5,5,q15_clearance_product_rows,pcqv_no_order,1.9323,41,
0.5,5,q15_clearance_product_rows,pcqv_no_stats,1.9544,41,
0.5,5,q15_clearance_product_rows,pcqv_greedy,1.9379,41,
0.5,5,q15_clearance_product_rows,pcqv_forced,1.979,41,
0.5,5,q15_clearance_product_rows,pcqv,1.9702,41,
0.5,5,q15_clearance_product_rows,oracle_order,1.7959,41,
0.5,5,q16_region_product_mix,oblivious_forced,6.0692,54,
0.5,5,q16_region_product_mix,pcqv_no_order,5.5702,54,
0.5,5,q16_region_product_mix,pcqv_no_stats,6.7527,54,
0.5,5,q16_region_product_mix,pcqv_greedy,10.1918,54,
0.5,5,q16_region_product_mix,pcqv_forced,6.2705,54,
0.5,5,q16_region_product_mix,pcqv,5.322,54,
0.5,5,q16_region_product_mix,oracle_order,5.9767,54,
0.5,6,q1_customer_orders,oblivious_forced,4.6863,179,
0.5,6,q1_customer_orders,pcqv_no_order,2.0703,179,
0.5,6,q1_customer_orders,pcqv_no_stats,2.1553,179,
0.5,6,q1_customer_orders,pcqv_greedy,2.2363,179,
0.5,6,q1_customer_orders,pcqv_forced,1.8735,179,
0.5,6,q1_customer_orders,pcqv,1.7886,179,
0.5,6,q1_customer_orders,oracle_order,1.7884,179,
0.5,6,q2_revenue_by_product,oblivious_forced,7.0916,11,
0.5,6,q2_revenue_by_product,pcqv_no_order,2.8448,11,
0.5,6,q2_revenue_by_product,pcqv_no_stats,2.7241,11,
0.5,6,q2_revenue_by_product,pcqv_greedy,2.7958,11,
0.5,6,q2_revenue_by_product,pcqv_forced,4.0077,11,
0.5,6,q2_revenue_by_product,pcqv,4.2962,11,
0.5,6,q2_revenue_by_product,oracle_order,4.1763,11,
0.5,6,q3_support_tickets,oblivious_forced,0.6563,180,
0.5,6,q3_support_tickets,pcqv_no_order,0.6334,180,
0.5,6,q3_support_tickets,pcqv_no_stats,0.6156,180,
0.5,6,q3_support_tickets,pcqv_greedy,0.6953,180,
0.5,6,q3_support_tickets,pcqv_forced,0.5851,180,
0.5,6,q3_support_tickets,pcqv,0.6094,180,
0.5,6,q3_support_tickets,oracle_order,0.5949,180,
0.5,6,q4_revenue_by_region,oblivious_forced,8.253,6,
0.5,6,q4_revenue_by_region,pcqv_no_order,6.7261,6,
0.5,6,q4_revenue_by_region,pcqv_no_stats,6.7392,6,
0.5,6,q4_revenue_by_region,pcqv_greedy,8.1607,6,
0.5,6,q4_revenue_by_region,pcqv_forced,7.2623,6,
0.5,6,q4_revenue_by_region,pcqv,7.0455,6,
0.5,6,q4_revenue_by_region,oracle_order,7.1431,6,
0.5,6,q5_high_value_segments,oblivious_forced,2.3676,5,
0.5,6,q5_high_value_segments,pcqv_no_order,2.3439,5,
0.5,6,q5_high_value_segments,pcqv_no_stats,1.7103,5,
0.5,6,q5_high_value_segments,pcqv_greedy,2.3471,5,
0.5,6,q5_high_value_segments,pcqv_forced,2.3026,5,
0.5,6,q5_high_value_segments,pcqv,2.6834,5,
0.5,6,q5_high_value_segments,oracle_order,2.4835,5,
0.5,6,q6_lineitem_product_count,oblivious_forced,8.9032,8,
0.5,6,q6_lineitem_product_count,pcqv_no_order,7.0976,8,
0.5,6,q6_lineitem_product_count,pcqv_no_stats,6.9366,8,
0.5,6,q6_lineitem_product_count,pcqv_greedy,7.6604,8,
0.5,6,q6_lineitem_product_count,pcqv_forced,6.6356,8,
0.5,6,q6_lineitem_product_count,pcqv,6.7235,8,
0.5,6,q6_lineitem_product_count,oracle_order,6.1993,8,
0.5,6,q7_customer_summary,oblivious_forced,1.7304,0,
0.5,6,q7_customer_summary,pcqv_no_order,0.8307,0,
0.5,6,q7_customer_summary,pcqv_no_stats,0.6964,0,
0.5,6,q7_customer_summary,pcqv_greedy,0.6439,0,
0.5,6,q7_customer_summary,pcqv_forced,0.7605,0,
0.5,6,q7_customer_summary,pcqv,0.7337,0,
0.5,6,q7_customer_summary,oracle_order,0.6677,0,
0.5,6,q8_sensitive_product_scan,oblivious_forced,9.959,34,
0.5,6,q8_sensitive_product_scan,pcqv_no_order,5.1835,34,
0.5,6,q8_sensitive_product_scan,pcqv_no_stats,5.2407,34,
0.5,6,q8_sensitive_product_scan,pcqv_greedy,5.2875,34,
0.5,6,q8_sensitive_product_scan,pcqv_forced,5.2596,34,
0.5,6,q8_sensitive_product_scan,pcqv,5.3517,34,
0.5,6,q8_sensitive_product_scan,oracle_order,5.3009,34,
0.5,6,q9_ticket_topic_segments,oblivious_forced,1.4117,25,
0.5,6,q9_ticket_topic_segments,pcqv_no_order,1.4334,25,
0.5,6,q9_ticket_topic_segments,pcqv_no_stats,1.5314,25,
0.5,6,q9_ticket_topic_segments,pcqv_greedy,1.5227,25,
0.5,6,q9_ticket_topic_segments,pcqv_forced,1.3943,25,
0.5,6,q9_ticket_topic_segments,pcqv,1.4656,25,
0.5,6,q9_ticket_topic_segments,oracle_order,1.534,25,
0.5,6,q10_acl_customer_rows,oblivious_forced,0.5009,182,
0.5,6,q10_acl_customer_rows,pcqv_no_order,0.4826,182,
0.5,6,q10_acl_customer_rows,pcqv_no_stats,0.8085,182,
0.5,6,q10_acl_customer_rows,pcqv_greedy,0.4825,182,
0.5,6,q10_acl_customer_rows,pcqv_forced,0.462,182,
0.5,6,q10_acl_customer_rows,pcqv,0.53,182,
0.5,6,q10_acl_customer_rows,oracle_order,0.4895,182,
0.5,6,q11_order_ticket_bridge,oblivious_forced,2.1586,9,
0.5,6,q11_order_ticket_bridge,pcqv_no_order,2.6933,9,
0.5,6,q11_order_ticket_bridge,pcqv_no_stats,1.9449,9,
0.5,6,q11_order_ticket_bridge,pcqv_greedy,2.1884,9,
0.5,6,q11_order_ticket_bridge,pcqv_forced,2.1133,9,
0.5,6,q11_order_ticket_bridge,pcqv,2.3084,9,
0.5,6,q11_order_ticket_bridge,oracle_order,2.389,9,
0.5,6,q12_product_segment_revenue,oblivious_forced,4.4141,25,
0.5,6,q12_product_segment_revenue,pcqv_no_order,9.7807,25,
0.5,6,q12_product_segment_revenue,pcqv_no_stats,4.9709,25,
0.5,6,q12_product_segment_revenue,pcqv_greedy,10.5847,25,
0.5,6,q12_product_segment_revenue,pcqv_forced,5.5896,25,
0.5,6,q12_product_segment_revenue,pcqv,10.2553,25,
0.5,6,q12_product_segment_revenue,oracle_order,4.1319,25,
0.5,6,q13_order_lineitem_rows,oblivious_forced,4.0871,300,
0.5,6,q13_order_lineitem_rows,pcqv_no_order,4.0029,300,
0.5,6,q13_order_lineitem_rows,pcqv_no_stats,4.492,300,
0.5,6,q13_order_lineitem_rows,pcqv_greedy,4.3993,300,
0.5,6,q13_order_lineitem_rows,pcqv_forced,4.41,300,
0.5,6,q13_order_lineitem_rows,pcqv,4.1708,300,
0.5,6,q13_order_lineitem_rows,oracle_order,4.17,300,
0.5,6,q14_support_owner_rows,oblivious_forced,1.4961,300,
0.5,6,q14_support_owner_rows,pcqv_no_order,2.1302,300,
0.5,6,q14_support_owner_rows,pcqv_no_stats,1.6329,300,
0.5,6,q14_support_owner_rows,pcqv_greedy,1.8118,300,
0.5,6,q14_support_owner_rows,pcqv_forced,1.6082,300,
0.5,6,q14_support_owner_rows,pcqv,1.5993,300,
0.5,6,q14_support_owner_rows,oracle_order,1.8903,300,
0.5,6,q15_clearance_product_rows,oblivious_forced,2.1189,41,
0.5,6,q15_clearance_product_rows,pcqv_no_order,2.0895,41,
0.5,6,q15_clearance_product_rows,pcqv_no_stats,1.9133,41,
0.5,6,q15_clearance_product_rows,pcqv_greedy,2.4878,41,
0.5,6,q15_clearance_product_rows,pcqv_forced,2.8602,41,
0.5,6,q15_clearance_product_rows,pcqv,2.7324,41,
0.5,6,q15_clearance_product_rows,oracle_order,2.0518,41,
0.5,6,q16_region_product_mix,oblivious_forced,6.6708,38,
0.5,6,q16_region_product_mix,pcqv_no_order,6.1417,38,
0.5,6,q16_region_product_mix,pcqv_no_stats,6.1326,38,
0.5,6,q16_region_product_mix,pcqv_greedy,12.035,38,
0.5,6,q16_region_product_mix,pcqv_forced,7.6681,38,
0.5,6,q16_region_product_mix,pcqv,6.2324,38,
0.5,6,q16_region_product_mix,oracle_order,5.534,38,
